date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-07-28,SKU0112,47.2,49.8,21.0,48.5
2025-08-04,SKU0112,39.2,49.8,21.0,48.5
2025-08-11,SKU0112,31.2,49.8,21.0,48.5
2025-08-18,SKU0112,69.0,0.0,21.0,48.5
2025-08-25,SKU0112,61.0,0.0,21.0,48.5
2025-09-01,SKU0112,50.0,0.0,21.0,48.5
2025-09-08,SKU0112,43.0,49.8,21.0,48.5
2025-09-15,SKU0112,31.0,49.8,21.0,48.5
2025-09-22,SKU0112,26.0,49.8,21.0,48.5
2025-09-29,SKU0112,57.7,0.0,21.0,48.5
2025-10-06,SKU0112,42.7,49.8,21.0,48.5
2025-10-13,SKU0112,16.7,49.8,21.0,48.5
2025-10-20,SKU0112,0.7,49.8,21.0,48.5
2025-10-27,SKU0112,28.5,49.8,21.0,48.5
2025-11-03,SKU0112,7.5,49.8,21.0,48.5
2025-11-10,SKU0112,0.0,49.8,21.0,48.5
2025-11-17,SKU0112,39.8,49.8,21.0,48.5
2025-11-24,SKU0112,17.8,49.8,21.0,48.5
2025-12-01,SKU0112,0.8,49.8,21.0,48.5
2025-12-08,SKU0112,34.6,49.8,21.0,48.5
2025-12-15,SKU0112,22.6,49.8,21.0,48.5
2025-12-22,SKU0112,0.0,49.8,21.0,48.5
2025-12-29,SKU0112,32.8,49.8,21.0,48.5
2026-01-05,SKU0112,23.8,49.8,21.0,48.5
2026-01-12,SKU0112,9.8,49.8,21.0,48.5
2026-01-19,SKU0112,50.6,0.0,21.0,48.5
2026-01-26,SKU0112,40.6,49.8,21.0,48.5
2026-02-02,SKU0112,27.6,49.8,21.0,48.5
2026-02-09,SKU0112,17.6,49.8,21.0,48.5
2026-02-16,SKU0112,59.4,0.0,21.0,48.5
2026-02-23,SKU0112,44.4,49.8,21.0,48.5
2026-03-02,SKU0112,31.4,49.8,21.0,48.5
2026-03-09,SKU0112,22.4,49.8,21.0,48.5
2026-03-16,SKU0112,63.2,0.0,21.0,48.5
2026-03-23,SKU0112,57.2,0.0,21.0,48.5
2026-03-30,SKU0112,51.2,0.0,21.0,48.5
2026-04-06,SKU0112,39.2,49.8,21.0,48.5
2026-04-13,SKU0112,26.2,49.8,21.0,48.5
2026-04-20,SKU0112,12.2,49.8,21.0,48.5
2026-04-27,SKU0112,52.0,0.0,21.0,48.5
2026-05-04,SKU0112,46.0,49.8,21.0,48.5
2026-05-11,SKU0112,38.0,49.8,21.0,48.5
2026-05-18,SKU0112,29.0,49.8,21.0,48.5
2026-05-25,SKU0112,63.7,0.0,21.0,48.5
2026-06-01,SKU0112,53.7,0.0,21.0,48.5
2026-06-08,SKU0112,46.7,49.8,21.0,48.5
2026-06-15,SKU0112,31.7,49.8,21.0,48.5
2026-06-22,SKU0112,18.7,49.8,21.0,48.5
2026-06-29,SKU0112,56.5,0.0,21.0,48.5
2026-07-06,SKU0112,46.5,49.8,21.0,48.5
2026-07-13,SKU0112,31.5,49.8,21.0,48.5
2024-08-05,SKU0113,99.0,0.0,14.0,85.8
2024-08-12,SKU0113,71.0,132.0,14.0,85.8
2024-08-19,SKU0113,48.0,132.0,14.0,85.8
2024-08-26,SKU0113,150.0,0.0,14.0,85.8
2024-09-02,SKU0113,124.0,0.0,14.0,85.8
2024-09-09,SKU0113,97.0,0.0,14.0,85.8
2024-09-16,SKU0113,69.0,132.0,14.0,85.8
2024-09-23,SKU0113,38.0,132.0,14.0,85.8
2024-09-30,SKU0113,133.0,0.0,14.0,85.8
2024-10-07,SKU0113,108.0,0.0,14.0,85.8
2024-10-14,SKU0113,59.0,132.0,14.0,85.8
2024-10-21,SKU0113,4.0,132.0,14.0,85.8
2024-10-28,SKU0113,80.0,132.0,14.0,85.8
2024-11-04,SKU0113,44.0,132.0,14.0,85.8
2024-11-11,SKU0113,132.0,0.0,14.0,85.8
2024-11-18,SKU0113,97.0,0.0,14.0,85.8
2024-11-25,SKU0113,51.0,132.0,14.0,85.8
2024-12-02,SKU0113,14.0,132.0,14.0,85.8
2024-12-09,SKU0113,95.0,0.0,14.0,85.8
2024-12-16,SKU0113,59.0,132.0,14.0,85.8
2024-12-23,SKU0113,17.0,132.0,14.0,85.8
2024-12-30,SKU0113,111.0,0.0,14.0,85.8
2025-01-06,SKU0113,83.0,132.0,14.0,85.8
2025-01-13,SKU0113,60.0,132.0,14.0,85.8
2025-01-20,SKU0113,176.0,0.0,14.0,85.8
2025-01-27,SKU0113,153.0,0.0,14.0,85.8
2025-02-03,SKU0113,126.0,0.0,14.0,85.8
2025-02-10,SKU0113,108.0,0.0,14.0,85.8
2025-02-17,SKU0113,82.0,132.0,14.0,85.8
2025-02-24,SKU0113,55.0,132.0,14.0,85.8
2025-03-03,SKU0113,156.0,0.0,14.0,85.8
2025-03-10,SKU0113,129.0,0.0,14.0,85.8
2025-03-17,SKU0113,102.0,0.0,14.0,85.8
2025-03-24,SKU0113,77.0,132.0,14.0,85.8
2025-03-31,SKU0113,40.0,132.0,14.0,85.8
2025-04-07,SKU0113,144.0,0.0,14.0,85.8
2025-04-14,SKU0113,117.0,0.0,14.0,85.8
2025-04-21,SKU0113,91.0,0.0,14.0,85.8
2025-04-28,SKU0113,65.0,132.0,14.0,85.8
2025-05-05,SKU0113,42.0,132.0,14.0,85.8
2025-05-12,SKU0113,141.0,0.0,14.0,85.8
2025-05-19,SKU0113,107.0,0.0,14.0,85.8
2025-05-26,SKU0113,79.0,132.0,14.0,85.8
2025-06-02,SKU0113,52.0,132.0,14.0,85.8
2025-06-09,SKU0113,154.0,0.0,14.0,85.8
2025-06-16,SKU0113,105.0,0.0,14.0,85.8
2025-06-23,SKU0113,68.0,132.0,14.0,85.8
2025-06-30,SKU0113,40.0,132.0,14.0,85.8
2025-07-07,SKU0113,145.0,0.0,14.0,85.8
2025-07-14,SKU0113,107.0,0.0,14.0,85.8
2025-07-21,SKU0113,71.0,132.0,14.0,85.8
2025-07-28,SKU0113,45.0,132.0,14.0,85.8
2025-08-04,SKU0113,144.0,0.0,14.0,85.8
2025-08-11,SKU0113,117.0,0.0,14.0,85.8
2025-08-18,SKU0113,96.0,0.0,14.0,85.8
2025-08-25,SKU0113,70.0,132.0,14.0,85.8
2025-09-01,SKU0113,48.0,132.0,14.0,85.8
2025-09-08,SKU0113,153.0,0.0,14.0,85.8
2025-09-15,SKU0113,128.0,0.0,14.0,85.8
2025-09-22,SKU0113,97.0,0.0,14.0,85.8
2025-09-29,SKU0113,58.0,132.0,14.0,85.8
2025-10-06,SKU0113,20.0,132.0,14.0,85.8
2025-10-13,SKU0113,106.0,0.0,14.0,85.8
2025-10-20,SKU0113,42.0,132.0,14.0,85.8
2025-10-27,SKU0113,0.0,132.0,14.0,85.8
2025-11-03,SKU0113,97.0,0.0,14.0,85.8
2025-11-10,SKU0113,63.0,132.0,14.0,85.8
2025-11-17,SKU0113,17.0,132.0,14.0,85.8
2025-11-24,SKU0113,81.0,132.0,14.0,85.8
2025-12-01,SKU0113,46.0,132.0,14.0,85.8
2025-12-08,SKU0113,140.0,0.0,14.0,85.8
2025-12-15,SKU0113,101.0,0.0,14.0,85.8
2025-12-22,SKU0113,48.0,132.0,14.0,85.8
2025-12-29,SKU0113,1.0,132.0,14.0,85.8
2026-01-05,SKU0113,100.0,0.0,14.0,85.8
2026-01-12,SKU0113,67.0,132.0,14.0,85.8
2026-01-19,SKU0113,39.0,132.0,14.0,85.8
2026-01-26,SKU0113,137.0,0.0,14.0,85.8
2026-02-02,SKU0113,114.0,0.0,14.0,85.8
2026-02-09,SKU0113,94.0,0.0,14.0,85.8
2026-02-16,SKU0113,73.0,132.0,14.0,85.8
2026-02-23,SKU0113,40.0,132.0,14.0,85.8
2026-03-02,SKU0113,149.0,0.0,14.0,85.8
2026-03-09,SKU0113,117.0,0.0,14.0,85.8
2026-03-16,SKU0113,86.0,0.0,14.0,85.8
2026-03-23,SKU0113,57.0,132.0,14.0,85.8
2026-03-30,SKU0113,25.0,132.0,14.0,85.8
2026-04-06,SKU0113,121.0,0.0,14.0,85.8
2026-04-13,SKU0113,88.0,0.0,14.0,85.8
2026-04-20,SKU0113,63.0,132.0,14.0,85.8
2026-04-27,SKU0113,38.0,132.0,14.0,85.8
2026-05-04,SKU0113,141.0,0.0,14.0,85.8
2026-05-11,SKU0113,107.0,0.0,14.0,85.8
2026-05-18,SKU0113,79.0,132.0,14.0,85.8
2026-05-25,SKU0113,47.0,132.0,14.0,85.8
2026-06-01,SKU0113,151.0,0.0,14.0,85.8
2026-06-08,SKU0113,122.0,0.0,14.0,85.8
2026-06-15,SKU0113,75.0,132.0,14.0,85.8
2026-06-22,SKU0113,29.0,132.0,14.0,85.8
2026-06-29,SKU0113,138.0,0.0,14.0,85.8
2026-07-06,SKU0113,100.0,0.0,14.0,85.8
2026-07-13,SKU0113,72.0,132.0,14.0,85.8
2024-08-05,SKU0114,161.1,197.1,20.0,183.0
2024-08-12,SKU0114,125.1,197.1,20.0,183.0
2024-08-19,SKU0114,91.1,197.1,20.0,183.0
2024-08-26,SKU0114,263.2,0.0,20.0,183.0
2024-09-02,SKU0114,227.2,0.0,20.0,183.0
2024-09-09,SKU0114,185.2,0.0,20.0,183.0
2024-09-16,SKU0114,159.2,197.1,20.0,183.0
2024-09-23,SKU0114,132.2,197.1,20.0,183.0
2024-09-30,SKU0114,88.2,197.1,20.0,183.0
2024-10-07,SKU0114,242.3,0.0,20.0,183.0
2024-10-14,SKU0114,160.3,197.1,20.0,183.0
2024-10-21,SKU0114,56.3,197.1,20.0,183.0
2024-10-28,SKU0114,0.0,197.1,20.0,183.0
2024-11-04,SKU0114,129.1,197.1,20.0,183.0
2024-11-11,SKU0114,78.1,197.1,20.0,183.0
2024-11-18,SKU0114,17.1,197.1,20.0,183.0
2024-11-25,SKU0114,135.2,197.1,20.0,183.0
2024-12-02,SKU0114,97.2,197.1,20.0,183.0
2024-12-09,SKU0114,37.2,197.1,20.0,183.0
2024-12-16,SKU0114,167.3,197.1,20.0,183.0
2024-12-23,SKU0114,91.3,197.1,20.0,183.0
2024-12-30,SKU0114,28.3,197.1,20.0,183.0
2025-01-06,SKU0114,185.3,0.0,20.0,183.0
2025-01-13,SKU0114,144.3,197.1,20.0,183.0
2025-01-20,SKU0114,114.3,197.1,20.0,183.0
2025-01-27,SKU0114,76.3,197.1,20.0,183.0
2025-02-03,SKU0114,241.4,0.0,20.0,183.0
2025-02-10,SKU0114,206.4,0.0,20.0,183.0
2025-02-17,SKU0114,175.4,197.1,20.0,183.0
2025-02-24,SKU0114,140.4,197.1,20.0,183.0
2025-03-03,SKU0114,89.4,197.1,20.0,183.0
2025-03-10,SKU0114,253.5,0.0,20.0,183.0
2025-03-17,SKU0114,210.5,0.0,20.0,183.0
2025-03-24,SKU0114,174.5,197.1,20.0,183.0
2025-03-31,SKU0114,132.5,197.1,20.0,183.0
2025-04-07,SKU0114,96.5,197.1,20.0,183.0
2025-04-14,SKU0114,252.6,0.0,20.0,183.0
2025-04-21,SKU0114,213.6,0.0,20.0,183.0
2025-04-28,SKU0114,174.6,197.1,20.0,183.0
2025-05-05,SKU0114,125.6,197.1,20.0,183.0
2025-05-12,SKU0114,73.6,197.1,20.0,183.0
2025-05-19,SKU0114,233.7,0.0,20.0,183.0
2025-05-26,SKU0114,191.7,0.0,20.0,183.0
2025-06-02,SKU0114,155.7,197.1,20.0,183.0
2025-06-09,SKU0114,114.7,197.1,20.0,183.0
2025-06-16,SKU0114,44.7,197.1,20.0,183.0
2025-06-23,SKU0114,169.8,197.1,20.0,183.0
2025-06-30,SKU0114,124.8,197.1,20.0,183.0
2025-07-07,SKU0114,97.8,197.1,20.0,183.0
2025-07-14,SKU0114,254.9,0.0,20.0,183.0
2025-07-21,SKU0114,214.9,0.0,20.0,183.0
2025-07-28,SKU0114,173.9,197.1,20.0,183.0
2025-08-04,SKU0114,146.9,197.1,20.0,183.0
2025-08-11,SKU0114,114.9,197.1,20.0,183.0
2025-08-18,SKU0114,267.0,0.0,20.0,183.0
2025-08-25,SKU0114,229.0,0.0,20.0,183.0
2025-09-01,SKU0114,190.0,0.0,20.0,183.0
2025-09-08,SKU0114,149.0,197.1,20.0,183.0
2025-09-15,SKU0114,113.0,197.1,20.0,183.0
2025-09-22,SKU0114,75.0,197.1,20.0,183.0
2025-09-29,SKU0114,224.0,0.0,20.0,183.0
2025-10-06,SKU0114,148.0,197.1,20.0,183.0
2025-10-13,SKU0114,52.0,197.1,20.0,183.0
2025-10-20,SKU0114,0.0,197.1,20.0,183.0
2025-10-27,SKU0114,88.1,197.1,20.0,183.0
2025-11-03,SKU0114,14.1,197.1,20.0,183.0
2025-11-10,SKU0114,0.0,197.1,20.0,183.0
2025-11-17,SKU0114,126.1,197.1,20.0,183.0
2025-11-24,SKU0114,27.1,197.1,20.0,183.0
2025-12-01,SKU0114,0.0,197.1,20.0,183.0
2025-12-08,SKU0114,133.1,197.1,20.0,183.0
2025-12-15,SKU0114,53.1,197.1,20.0,183.0
2025-12-22,SKU0114,0.0,197.1,20.0,183.0
2025-12-29,SKU0114,139.1,197.1,20.0,183.0
2026-01-05,SKU0114,99.1,197.1,20.0,183.0
2026-01-12,SKU0114,65.1,197.1,20.0,183.0
2026-01-19,SKU0114,217.2,0.0,20.0,183.0
2026-01-26,SKU0114,181.2,197.1,20.0,183.0
2026-02-02,SKU0114,142.2,197.1,20.0,183.0
2026-02-09,SKU0114,100.2,197.1,20.0,183.0
2026-02-16,SKU0114,261.3,0.0,20.0,183.0
2026-02-23,SKU0114,224.3,0.0,20.0,183.0
2026-03-02,SKU0114,172.3,197.1,20.0,183.0
2026-03-09,SKU0114,137.3,197.1,20.0,183.0
2026-03-16,SKU0114,72.3,197.1,20.0,183.0
2026-03-23,SKU0114,219.3,0.0,20.0,183.0
2026-03-30,SKU0114,178.3,197.1,20.0,183.0
2026-04-06,SKU0114,126.3,197.1,20.0,183.0
2026-04-13,SKU0114,87.3,197.1,20.0,183.0
2026-04-20,SKU0114,233.4,0.0,20.0,183.0
2026-04-27,SKU0114,185.4,0.0,20.0,183.0
2026-05-04,SKU0114,146.4,197.1,20.0,183.0
2026-05-11,SKU0114,102.4,197.1,20.0,183.0
2026-05-18,SKU0114,59.4,197.1,20.0,183.0
2026-05-25,SKU0114,209.5,0.0,20.0,183.0
2026-06-01,SKU0114,169.5,197.1,20.0,183.0
2026-06-08,SKU0114,129.5,197.1,20.0,183.0
2026-06-15,SKU0114,62.5,197.1,20.0,183.0
2026-06-22,SKU0114,194.6,0.0,20.0,183.0
2026-06-29,SKU0114,141.6,197.1,20.0,183.0
2026-07-06,SKU0114,90.6,197.1,20.0,183.0
2026-07-13,SKU0114,45.6,197.1,20.0,183.0
2024-07-29,SKU0115,135.1,171.1,25.0,198.6
2024-08-05,SKU0115,105.1,171.1,25.0,198.6
2024-08-12,SKU0115,59.1,171.1,25.0,198.6
2024-08-19,SKU0115,21.1,171.1,25.0,198.6
2024-08-26,SKU0115,159.2,171.1,25.0,198.6
2024-09-02,SKU0115,120.2,171.1,25.0,198.6
2024-09-09,SKU0115,87.2,171.1,25.0,198.6
2024-09-16,SKU0115,54.2,171.1,25.0,198.6
2024-09-23,SKU0115,198.3,171.1,25.0,198.6
2024-09-30,SKU0115,154.3,171.1,25.0,198.6
2024-10-07,SKU0115,95.3,171.1,25.0,198.6
2024-10-14,SKU0115,13.3,171.1,25.0,198.6
2024-10-21,SKU0115,137.4,171.1,25.0,198.6
2024-10-28,SKU0115,55.4,171.1,25.0,198.6
2024-11-04,SKU0115,0.0,171.1,25.0,198.6
2024-11-11,SKU0115,0.0,171.1,25.0,198.6
2024-11-18,SKU0115,124.1,171.1,25.0,198.6
2024-11-25,SKU0115,63.1,171.1,25.0,198.6
2024-12-02,SKU0115,10.1,171.1,25.0,198.6
2024-12-09,SKU0115,0.0,171.1,25.0,198.6
2024-12-16,SKU0115,106.1,171.1,25.0,198.6
2024-12-23,SKU0115,26.1,171.1,25.0,198.6
2024-12-30,SKU0115,0.0,171.1,25.0,198.6
2025-01-06,SKU0115,0.0,171.1,25.0,198.6
2025-01-13,SKU0115,138.1,171.1,25.0,198.6
2025-01-20,SKU0115,109.1,171.1,25.0,198.6
2025-01-27,SKU0115,81.1,171.1,25.0,198.6
2025-02-03,SKU0115,55.1,171.1,25.0,198.6
2025-02-10,SKU0115,196.2,171.1,25.0,198.6
2025-02-17,SKU0115,166.2,171.1,25.0,198.6
2025-02-24,SKU0115,143.2,171.1,25.0,198.6
2025-03-03,SKU0115,113.2,171.1,25.0,198.6
2025-03-10,SKU0115,242.3,0.0,25.0,198.6
2025-03-17,SKU0115,202.3,0.0,25.0,198.6
2025-03-24,SKU0115,168.3,171.1,25.0,198.6
2025-03-31,SKU0115,144.3,171.1,25.0,198.6
2025-04-07,SKU0115,104.3,171.1,25.0,198.6
2025-04-14,SKU0115,56.3,171.1,25.0,198.6
2025-04-21,SKU0115,192.4,171.1,25.0,198.6
2025-04-28,SKU0115,155.4,171.1,25.0,198.6
2025-05-05,SKU0115,122.4,171.1,25.0,198.6
2025-05-12,SKU0115,91.4,171.1,25.0,198.6
2025-05-19,SKU0115,224.5,0.0,25.0,198.6
2025-05-26,SKU0115,199.5,0.0,25.0,198.6
2025-06-02,SKU0115,175.5,171.1,25.0,198.6
2025-06-09,SKU0115,141.5,171.1,25.0,198.6
2025-06-16,SKU0115,69.5,171.1,25.0,198.6
2025-06-23,SKU0115,17.5,171.1,25.0,198.6
2025-06-30,SKU0115,155.6,171.1,25.0,198.6
2025-07-07,SKU0115,117.6,171.1,25.0,198.6
2025-07-14,SKU0115,80.6,171.1,25.0,198.6
2025-07-21,SKU0115,34.6,171.1,25.0,198.6
2025-07-28,SKU0115,169.7,171.1,25.0,198.6
2025-08-04,SKU0115,111.7,171.1,25.0,198.6
2025-08-11,SKU0115,81.7,171.1,25.0,198.6
2025-08-18,SKU0115,42.7,171.1,25.0,198.6
2025-08-25,SKU0115,193.9,171.1,25.0,198.6
2025-09-01,SKU0115,169.9,171.1,25.0,198.6
2025-09-08,SKU0115,137.9,171.1,25.0,198.6
2025-09-15,SKU0115,100.9,171.1,25.0,198.6
2025-09-22,SKU0115,237.0,0.0,25.0,198.6
2025-09-29,SKU0115,193.0,171.1,25.0,198.6
2025-10-06,SKU0115,140.0,171.1,25.0,198.6
2025-10-13,SKU0115,61.0,171.1,25.0,198.6
2025-10-20,SKU0115,0.0,171.1,25.0,198.6
2025-10-27,SKU0115,89.1,171.1,25.0,198.6
2025-11-03,SKU0115,10.1,171.1,25.0,198.6
2025-11-10,SKU0115,0.0,171.1,25.0,198.6
2025-11-17,SKU0115,0.0,171.1,25.0,198.6
2025-11-24,SKU0115,86.1,171.1,25.0,198.6
2025-12-01,SKU0115,37.1,171.1,25.0,198.6
2025-12-08,SKU0115,0.0,171.1,25.0,198.6
2025-12-15,SKU0115,0.0,171.1,25.0,198.6
2025-12-22,SKU0115,95.1,171.1,25.0,198.6
2025-12-29,SKU0115,41.1,171.1,25.0,198.6
2026-01-05,SKU0115,10.1,171.1,25.0,198.6
2026-01-12,SKU0115,0.0,171.1,25.0,198.6
2026-01-19,SKU0115,148.1,171.1,25.0,198.6
2026-01-26,SKU0115,102.1,171.1,25.0,198.6
2026-02-02,SKU0115,66.1,171.1,25.0,198.6
2026-02-09,SKU0115,40.1,171.1,25.0,198.6
2026-02-16,SKU0115,182.2,171.1,25.0,198.6
2026-02-23,SKU0115,152.2,171.1,25.0,198.6
2026-03-02,SKU0115,119.2,171.1,25.0,198.6
2026-03-09,SKU0115,83.2,171.1,25.0,198.6
2026-03-16,SKU0115,223.3,0.0,25.0,198.6
2026-03-23,SKU0115,196.3,171.1,25.0,198.6
2026-03-30,SKU0115,156.3,171.1,25.0,198.6
2026-04-06,SKU0115,121.3,171.1,25.0,198.6
2026-04-13,SKU0115,90.3,171.1,25.0,198.6
2026-04-20,SKU0115,225.4,0.0,25.0,198.6
2026-04-27,SKU0115,188.4,171.1,25.0,198.6
2026-05-04,SKU0115,148.4,171.1,25.0,198.6
2026-05-11,SKU0115,106.4,171.1,25.0,198.6
2026-05-18,SKU0115,72.4,171.1,25.0,198.6
2026-05-25,SKU0115,201.5,0.0,25.0,198.6
2026-06-01,SKU0115,163.5,171.1,25.0,198.6
2026-06-08,SKU0115,135.5,171.1,25.0,198.6
2026-06-15,SKU0115,75.5,171.1,25.0,198.6
2026-06-22,SKU0115,7.5,171.1,25.0,198.6
2026-06-29,SKU0115,145.6,171.1,25.0,198.6
2026-07-06,SKU0115,114.6,171.1,25.0,198.6
2026-07-13,SKU0115,82.6,171.1,25.0,198.6
2024-08-12,SKU0116,383.9,0.0,15.0,353.0
2024-08-19,SKU0116,279.9,506.9,15.0,353.0
2024-08-26,SKU0116,172.9,506.9,15.0,353.0
2024-09-02,SKU0116,574.8,0.0,15.0,353.0
2024-09-09,SKU0116,481.8,0.0,15.0,353.0
2024-09-16,SKU0116,375.8,0.0,15.0,353.0
2024-09-23,SKU0116,278.8,506.9,15.0,353.0
2024-09-30,SKU0116,143.8,506.9,15.0,353.0
2024-10-07,SKU0116,513.7,0.0,15.0,353.0
2024-10-14,SKU0116,287.7,506.9,15.0,353.0
2024-10-21,SKU0116,70.7,506.9,15.0,353.0
2024-10-28,SKU0116,396.6,0.0,15.0,353.0
2024-11-04,SKU0116,262.6,506.9,15.0,353.0
2024-11-11,SKU0116,121.6,506.9,15.0,353.0
2024-11-18,SKU0116,468.5,0.0,15.0,353.0
2024-11-25,SKU0116,242.5,506.9,15.0,353.0
2024-12-02,SKU0116,114.5,506.9,15.0,353.0
2024-12-09,SKU0116,467.4,0.0,15.0,353.0
2024-12-16,SKU0116,265.4,506.9,15.0,353.0
2024-12-23,SKU0116,51.4,506.9,15.0,353.0
2024-12-30,SKU0116,401.3,0.0,15.0,353.0
2025-01-06,SKU0116,301.3,506.9,15.0,353.0
2025-01-13,SKU0116,208.3,506.9,15.0,353.0
2025-01-20,SKU0116,620.2,0.0,15.0,353.0
2025-01-27,SKU0116,533.2,0.0,15.0,353.0
2025-02-03,SKU0116,427.2,0.0,15.0,353.0
2025-02-10,SKU0116,359.2,0.0,15.0,353.0
2025-02-17,SKU0116,271.2,506.9,15.0,353.0
2025-02-24,SKU0116,178.2,506.9,15.0,353.0
2025-03-03,SKU0116,584.1,0.0,15.0,353.0
2025-03-10,SKU0116,477.1,0.0,15.0,353.0
2025-03-17,SKU0116,360.1,0.0,15.0,353.0
2025-03-24,SKU0116,263.1,506.9,15.0,353.0
2025-03-31,SKU0116,154.1,506.9,15.0,353.0
2025-04-07,SKU0116,552.0,0.0,15.0,353.0
2025-04-14,SKU0116,453.0,0.0,15.0,353.0
2025-04-21,SKU0116,344.0,506.9,15.0,353.0
2025-04-28,SKU0116,243.0,506.9,15.0,353.0
2025-05-05,SKU0116,641.9,0.0,15.0,353.0
2025-05-12,SKU0116,530.9,0.0,15.0,353.0
2025-05-19,SKU0116,420.9,0.0,15.0,353.0
2025-05-26,SKU0116,308.9,506.9,15.0,353.0
2025-06-02,SKU0116,192.9,506.9,15.0,353.0
2025-06-09,SKU0116,591.8,0.0,15.0,353.0
2025-06-16,SKU0116,438.8,0.0,15.0,353.0
2025-06-23,SKU0116,299.8,506.9,15.0,353.0
2025-06-30,SKU0116,171.8,506.9,15.0,353.0
2025-07-07,SKU0116,562.7,0.0,15.0,353.0
2025-07-14,SKU0116,428.7,0.0,15.0,353.0
2025-07-21,SKU0116,325.7,506.9,15.0,353.0
2025-07-28,SKU0116,212.7,506.9,15.0,353.0
2025-08-04,SKU0116,631.6,0.0,15.0,353.0
2025-08-11,SKU0116,549.6,0.0,15.0,353.0
2025-08-18,SKU0116,444.6,0.0,15.0,353.0
2025-08-25,SKU0116,353.6,0.0,15.0,353.0
2025-09-01,SKU0116,236.6,506.9,15.0,353.0
2025-09-08,SKU0116,137.6,506.9,15.0,353.0
2025-09-15,SKU0116,549.5,0.0,15.0,353.0
2025-09-22,SKU0116,484.5,0.0,15.0,353.0
2025-09-29,SKU0116,331.5,506.9,15.0,353.0
2025-10-06,SKU0116,172.5,506.9,15.0,353.0
2025-10-13,SKU0116,453.4,0.0,15.0,353.0
2025-10-20,SKU0116,203.4,506.9,15.0,353.0
2025-10-27,SKU0116,0.0,506.9,15.0,353.0
2025-11-03,SKU0116,316.9,506.9,15.0,353.0
2025-11-10,SKU0116,163.9,506.9,15.0,353.0
2025-11-17,SKU0116,538.8,0.0,15.0,353.0
2025-11-24,SKU0116,285.8,506.9,15.0,353.0
2025-12-01,SKU0116,121.8,506.9,15.0,353.0
2025-12-08,SKU0116,479.7,0.0,15.0,353.0
2025-12-15,SKU0116,321.7,506.9,15.0,353.0
2025-12-22,SKU0116,110.7,506.9,15.0,353.0
2025-12-29,SKU0116,448.6,0.0,15.0,353.0
2026-01-05,SKU0116,352.6,506.9,15.0,353.0
2026-01-12,SKU0116,249.6,506.9,15.0,353.0
2026-01-19,SKU0116,660.5,0.0,15.0,353.0
2026-01-26,SKU0116,557.5,0.0,15.0,353.0
2026-02-02,SKU0116,458.5,0.0,15.0,353.0
2026-02-09,SKU0116,370.5,0.0,15.0,353.0
2026-02-16,SKU0116,274.5,506.9,15.0,353.0
2026-02-23,SKU0116,181.5,506.9,15.0,353.0
2026-03-02,SKU0116,573.4,0.0,15.0,353.0
2026-03-09,SKU0116,451.4,0.0,15.0,353.0
2026-03-16,SKU0116,356.4,0.0,15.0,353.0
2026-03-23,SKU0116,244.4,506.9,15.0,353.0
2026-03-30,SKU0116,158.4,506.9,15.0,353.0
2026-04-06,SKU0116,560.3,0.0,15.0,353.0
2026-04-13,SKU0116,437.3,0.0,15.0,353.0
2026-04-20,SKU0116,315.3,506.9,15.0,353.0
2026-04-27,SKU0116,190.3,506.9,15.0,353.0
2026-05-04,SKU0116,598.2,0.0,15.0,353.0
2026-05-11,SKU0116,494.2,0.0,15.0,353.0
2026-05-18,SKU0116,359.2,0.0,15.0,353.0
2026-05-25,SKU0116,247.2,506.9,15.0,353.0
2026-06-01,SKU0116,137.2,506.9,15.0,353.0
2026-06-08,SKU0116,551.1,0.0,15.0,353.0
2026-06-15,SKU0116,390.1,0.0,15.0,353.0
2026-06-22,SKU0116,225.1,506.9,15.0,353.0
2026-06-29,SKU0116,102.1,506.9,15.0,353.0
2026-07-06,SKU0116,504.0,0.0,15.0,353.0
2026-07-13,SKU0116,390.0,0.0,15.0,353.0
2024-08-05,SKU0117,94.3,0.0,16.0,83.4
2024-08-12,SKU0117,69.3,112.3,16.0,83.4
2024-08-19,SKU0117,44.3,112.3,16.0,83.4
2024-08-26,SKU0117,135.6,0.0,16.0,83.4
2024-09-02,SKU0117,110.6,0.0,16.0,83.4
2024-09-09,SKU0117,92.6,0.0,16.0,83.4
2024-09-16,SKU0117,70.6,112.3,16.0,83.4
2024-09-23,SKU0117,47.6,112.3,16.0,83.4
2024-09-30,SKU0117,121.9,0.0,16.0,83.4
2024-10-07,SKU0117,93.9,0.0,16.0,83.4
2024-10-14,SKU0117,51.9,112.3,16.0,83.4
2024-10-21,SKU0117,0.0,112.3,16.0,83.4
2024-10-28,SKU0117,73.3,112.3,16.0,83.4
2024-11-04,SKU0117,39.3,112.3,16.0,83.4
2024-11-11,SKU0117,107.6,0.0,16.0,83.4
2024-11-18,SKU0117,72.6,112.3,16.0,83.4
2024-11-25,SKU0117,23.6,112.3,16.0,83.4
2024-12-02,SKU0117,110.9,0.0,16.0,83.4
2024-12-09,SKU0117,79.9,112.3,16.0,83.4
2024-12-16,SKU0117,45.9,112.3,16.0,83.4
2024-12-23,SKU0117,116.2,0.0,16.0,83.4
2024-12-30,SKU0117,80.2,112.3,16.0,83.4
